sample_index,true_label,predicted_label,confidence
17,4,6,0.8592949
23,9,5,0.79870456
25,4,6,0.64413804
27,0,6,0.5736448
42,3,6,0.46696627
43,7,9,0.57746536
48,2,6,0.66045225
67,3,4,0.4956354
68,9,7,0.9096463
98,4,2,0.9362852
103,2,6,0.6393353
141,0,6,0.83067137
147,6,3,0.98454803
150,4,3,0.9745482
162,3,0,0.51550186
170,0,6,0.50009525
213,4,2,0.8550692
227,2,6,0.6752121
241,6,4,0.81266886
244,6,2,0.934174
271,3,6,0.60259044
316,9,7,0.6355072
324,4,6,0.6149505
332,0,6,0.27531886
361,2,6,0.93374604
381,0,6,0.9525607
410,0,6,0.5999751
413,2,3,0.36948305
444,6,4,0.50434613
454,0,6,0.8292891
457,2,4,0.8501454
460,3,6,0.631251
491,4,6,0.5327377
511,2,6,0.5207974
531,0,8,0.6397512
565,6,0,0.7140781
573,7,9,0.53981614
623,9,7,0.60176986
628,6,0,0.7145318
674,0,3,0.59106255
688,3,6,0.48816866
699,3,6,0.66339743
711,6,3,0.9726079
732,2,0,0.97001094
747,7,9,0.63539636
760,2,0,0.6662324
765,6,0,0.5171385
787,1,3,0.9997328
788,7,9,0.6238476
815,4,2,0.5269818
817,2,4,0.77839184
826,7,9,0.943511
881,0,6,0.43426976
893,2,4,0.85733134
905,4,2,0.51427346
910,0,6,0.76294535
921,6,4,0.550605
948,0,6,0.60335046
965,0,6,0.48664725
971,6,0,0.5151716
977,6,0,0.79687375
979,3,0,0.9786225
1000,0,6,0.86320466
1055,4,6,0.82712144
1059,7,9,0.66799176
1104,4,6,0.87351686
1111,0,3,0.98206824
1125,4,3,0.5774657
1130,6,0,0.58984464
1139,0,6,0.967838
1162,6,4,0.58151364
1165,6,2,0.9468689
1191,2,4,0.7245444
1192,2,6,0.51804954
1194,2,6,0.75037104
1207,0,8,0.78534865
1231,0,6,0.9616209
1254,2,3,0.48835644
1300,8,5,0.4530394
1305,0,6,0.6135022
1336,3,6,0.6953429
1339,2,3,0.8409891
1352,6,4,0.5300103
1353,2,4,0.574297
1388,4,6,0.96311814
1396,6,0,0.6514076
1408,4,6,0.9876665
1449,2,4,0.48809332
1462,4,6,0.8094479
1471,9,7,0.6387655
1487,6,4,0.98255515
1504,0,3,0.55451703
1509,2,0,0.79578614
1527,2,0,0.50168335
1528,6,2,0.8555137
1533,2,6,0.98900396
1543,3,6,0.29934913
1559,6,0,0.95013607
1602,0,6,0.8272688
1620,6,0,0.48555002
1626,2,4,0.9690121
1642,6,0,0.543707
1643,6,4,0.73424107
1645,6,8,0.9787684
1665,3,4,0.90529
1686,0,6,0.8020444
1695,9,7,0.56366575
1706,6,0,0.60476226
1721,0,6,0.8777422
1736,0,6,0.7302674
1743,2,4,0.96478826
1780,7,9,0.85682064
1842,0,6,0.9390164
1866,7,9,0.6349329
1867,0,6,0.86763936
1890,0,6,0.89118654
1917,4,6,0.7574822
1925,7,9,0.57138
1937,7,9,0.88181293
1943,6,0,0.9158307
1949,2,6,0.5321127
1955,1,3,0.8751505
1964,2,4,0.69013184
1968,3,6,0.85696405
1974,6,0,0.67161536
1988,7,9,0.8248769
2001,2,3,0.9105929
2006,6,0,0.671282
2022,7,9,0.85144734
2037,5,7,0.9151543
2039,2,4,0.9083405
2067,4,2,0.9657804
2073,4,3,0.7527109
2144,4,2,0.49360612
2149,0,6,0.5011837
