sample_index,true_label,predicted_label,confidence
23,9,5,0.96788937
25,4,2,0.82422787
42,3,6,0.55001533
49,2,6,0.71545583
67,3,4,0.79829043
68,9,7,0.9993394
89,6,2,0.92175
98,4,2,0.95323324
117,6,4,0.74901277
135,6,4,0.6984068
147,6,3,0.71795887
150,4,3,0.8649787
192,1,3,0.58157367
241,6,4,0.87517667
244,6,2,0.9437534
248,2,6,0.520025
266,3,4,0.7785152
271,3,6,0.8426281
316,9,7,0.9497646
324,4,6,0.89219433
325,6,2,0.7722529
332,0,6,0.3889711
361,2,6,0.810069
381,0,6,0.96887255
382,2,0,0.9629008
404,4,6,0.3365506
441,9,7,0.8706304
444,6,4,0.7722971
460,3,0,0.67852074
490,3,6,0.6022066
491,4,6,0.86847234
495,9,5,0.9767295
498,7,9,0.5910754
529,8,0,0.5832494
531,0,2,0.7500565
547,0,6,0.8513944
548,6,4,0.80420667
565,6,0,0.69090545
594,4,3,0.58139765
600,2,6,0.52144104
607,3,6,0.8399512
669,8,5,0.99828476
670,2,6,0.68091553
671,7,5,0.7917345
681,0,2,0.60689473
688,3,2,0.6472919
711,6,3,0.94436455
716,6,4,0.6941518
717,7,9,0.56166375
722,5,7,0.7752059
732,2,0,0.96100736
760,2,6,0.60799813
787,1,3,0.9999962
800,7,9,0.5967703
801,4,2,0.50460935
805,4,2,0.5173701
817,2,4,0.68009794
830,4,6,0.5620147
851,2,4,0.71066964
856,8,9,0.80577195
860,6,2,0.472394
893,2,4,0.9824453
905,4,6,0.623226
909,6,2,0.8482712
921,6,4,0.8740576
930,0,6,0.5669742
938,6,2,0.840578
960,3,2,0.65135723
965,0,6,0.95867485
966,6,3,0.4719799
977,6,0,0.9849688
979,3,0,0.86943537
1000,0,6,0.90218276
1005,0,4,0.8124538
1025,6,4,0.7322
1055,4,6,0.53882134
1056,6,0,0.6049872
1101,4,6,0.62331843
1104,4,6,0.54398847
1111,0,3,0.9939499
1129,6,0,0.90454566
1131,6,4,0.9832606
1139,0,6,0.88880396
1152,6,0,0.72438353
1160,4,3,0.5187468
1162,6,4,0.89025617
1165,6,2,0.820036
1181,8,0,0.8565536
1197,6,4,0.9959611
1210,6,0,0.796844
1218,0,3,0.97326523
1224,7,9,0.936667
1231,0,6,0.78284496
1254,2,3,0.42610186
1297,4,2,0.74046415
1300,8,2,0.9387239
1305,0,6,0.8037889
1312,4,2,0.6652898
1329,4,2,0.9578451
1336,3,6,0.5236268
1356,4,2,0.5242474
1388,4,6,0.65411156
1396,6,0,0.6243093
1399,0,2,0.75882745
1408,4,8,0.5164376
1425,2,6,0.87429065
1449,2,4,0.85965544
1451,0,3,0.65457225
1455,8,4,0.30338868
1462,4,2,0.38803145
1501,5,7,0.48427704
1509,2,0,0.69889414
1533,2,6,0.58254033
1559,6,0,0.6169824
1585,3,4,0.5000946
1586,0,6,0.44954222
1602,0,6,0.6369193
1611,4,2,0.6434226
1620,6,0,0.8130248
1625,0,6,0.5660373
1626,2,4,0.76918375
1632,9,7,0.5756773
1642,6,0,0.66443515
1643,6,4,0.9962205
1645,6,8,0.9976205
1665,3,4,0.92227745
1682,7,5,0.5498354
1686,0,6,0.7390274
1701,6,4,0.62694544
1721,0,6,0.507535
1736,0,6,0.7825885
1739,6,0,0.4192746
1743,2,4,0.97757393
1744,6,2,0.6548299
1763,2,6,0.5206716
1771,6,0,0.98811173
1778,8,3,0.37153974
1810,3,4,0.669894
1814,4,3,0.57739234
1833,3,6,0.447349
1842,0,6,0.81584436
1867,0,6,0.7325044
1878,2,4,0.8946488
1922,6,2,0.5245191
1943,6,0,0.86707854
1945,0,3,0.65802324
1953,5,7,0.87757033
1964,2,4,0.89520204
1968,3,6,0.42171106
1980,8,3,0.9426704
2001,2,4,0.7720195
2006,6,0,0.67655957
2022,7,9,0.9970983
2037,5,7,0.97026515
2042,4,6,0.6039091
2062,4,3,0.68341684
2067,4,2,0.6141649
